doi,doi_url,year,title,division,new
10.1007/s10641-025-01720-9,https://doi.org/10.1007/s10641-025-01720-9,2025,Decoupling abundance and timing of presence to characterize distributional patterns of longfin smelt (Spirinchus thaleichthys) in the San Francisco Estuary,SWP - Integrated Science and Engineering,FALSE
10.1007/s11869-025-01871-9,https://doi.org/10.1007/s11869-025-01871-9,2025,Quantifying the effectiveness of superposed roughness elements to reduce dust emissions at the Salton Sea using computational fluid dynamics simulations,,TRUE
10.1016/j.agrformet.2025.110735,https://doi.org/10.1016/j.agrformet.2025.110735,2025,Dynamic methane emissions in a restored wetland: Decadal insights into uncertain climate outcomes and critical science needs,Multibenefit Initiatives,FALSE
10.1016/j.apsoil.2025.106419,https://doi.org/10.1016/j.apsoil.2025.106419,2025,Effects of grazing exclusion and pasture management on soil microbial communities in Californian irrigated pastures,Regional Assistance,FALSE
10.1016/j.coche.2024.101078,https://doi.org/10.1016/j.coche.2024.101078,2025,Distributed water desalination and purification systems: perspective and future directions,,TRUE
10.1016/j.ejrh.2025.102339,https://doi.org/10.1016/j.ejrh.2025.102339,2025,Enhancing the accuracy and generalizability of reference evapotranspiration forecasting in California using deep global learning,SWP - Model Support,FALSE
10.1016/j.envsoft.2025.106372,https://doi.org/10.1016/j.envsoft.2025.106372,2025,Texture2Par: A texture-driven tool for estimating subsurface hydraulic properties,Regional Assistance,FALSE
10.1016/j.jhydrol.2025.133362,https://doi.org/10.1016/j.jhydrol.2025.133362,2025,A regional assessment of the operational National Water Model in the San Francisco Bay area for the 2018-2019 water year,,TRUE
10.1016/j.jhydrol.2025.133401,https://doi.org/10.1016/j.jhydrol.2025.133401,2025,What is the current state and potential for hydrologic models to simulate vegetation dynamically?,Regional Assistance,FALSE
10.1016/j.watres.2025.123462,https://doi.org/10.1016/j.watres.2025.123462,2025,Techno-economic assessment of distributed wellhead RO water treatment for nitrate removal and salinity reduction: A field study in small disadvantaged communities,SWP - Engineering,FALSE
10.1029/2024gl113303,https://doi.org/10.1029/2024gl113303,2025,Robust Multi-Decadal Variability of Madden-Julian Oscillation Amplitude in the 20th Century,,TRUE
10.1029/2024gl113370,https://doi.org/10.1029/2024gl113370,2025,CYGNSS Satellite Sampling of Surface Heat Fluxes Across Atmospheric River Life Cycles,Flood Operations,FALSE
10.1029/2024gl113956,https://doi.org/10.1029/2024gl113956,2025,Decadal Variability of the MJO and Implications for Southwestern United States Wintertime Precipitation Predictability,Flood Operations,FALSE
10.1029/2024jd041966,https://doi.org/10.1029/2024jd041966,2025,Characteristics of Precipitation Patterns in Moisture-Dominated Versus Wind-Dominated Atmospheric Rivers Over Western North America,Flood Operations,FALSE
10.1029/2024jd042123,https://doi.org/10.1029/2024jd042123,2025,Future MJO Change and Its Impact on Extreme Precipitation and Temperature Over the Western US in CMIP6,Flood Operations,FALSE
10.1029/2024jd042181,https://doi.org/10.1029/2024jd042181,2025,Bias Correction of Satellite Precipitation Estimation Using Deep Neural Networks and Topographic Information Over the Western U.S.,Flood Operations,FALSE
10.1029/2024jf007781,https://doi.org/10.1029/2024jf007781,2025,Rainfall Thresholds for Postfire Debris-Flow Initiation Vary With Short-Duration Rainfall Climatology,Flood Operations,FALSE
10.1029/2024ms004324,https://doi.org/10.1029/2024ms004324,2025,Forward Modeling of Bending Angles With a Two-Dimensional Operator for GNSS Airborne Radio Occultations in Atmospheric Rivers,Flood Operations,FALSE
10.1029/2024ms004734,https://doi.org/10.1029/2024ms004734,2025,Toward Calibrated Ensembles of Neural Weather Model Forecasts,Flood Operations,FALSE
10.1029/2024wr038928,https://doi.org/10.1029/2024wr038928,2025,High-Resolution National-Scale Water Modeling Is Enhanced by Multiscale Differentiable Physics-Informed Machine Learning,Flood Operations,FALSE
10.1029/2025gl114629,https://doi.org/10.1029/2025gl114629,2025,Decelerating Response of Western US Runoff to Shrinking Snowpacks,Flood Operations,FALSE
10.1029/2025gl115639,https://doi.org/10.1029/2025gl115639,2025,Impact of Airborne Radio Occultation Observations on Short Term Precipitation Forecasts of an Atmospheric River,Flood Operations,FALSE
10.1029/2025gl115972,https://doi.org/10.1029/2025gl115972,2025,Seasonality in the Predictive Skill of Southwest United States Precipitation in the Seasonal Forecast Systems,Flood Operations,FALSE
10.1029/2025gl117069,https://doi.org/10.1029/2025gl117069,2025,Adaptive Sampling of the Upper Ocean by Autonomous Floats During Atmospheric River Precipitation,Flood Operations,FALSE
10.1029/2025gl118477,https://doi.org/10.1029/2025gl118477,2025,Lightning Characteristics of Atmospheric Rivers Over the Americas Observed by GOES-16,Flood Operations,FALSE
10.1029/2025jd043580,https://doi.org/10.1029/2025jd043580,2025,A Trajectory-Based Method for Estimating the Contribution of Landfalling Atmospheric Rivers to Top-Decile Precipitation Across Colorado,Flood Operations,FALSE
10.1038/s41467-024-55176-z,https://doi.org/10.1038/s41467-024-55176-z,2025,Mitigating CaCO3 crystal nucleation and growth through continuous ion displacement via alternating electric fields,,TRUE
10.1038/s41598-024-77031-3,https://doi.org/10.1038/s41598-024-77031-3,2025,A holistic stochastic model for precipitation events,Flood Operations,FALSE
10.1038/s41598-025-15932-7,https://doi.org/10.1038/s41598-025-15932-7,2025,"Hybrid physical-statistical framework for seasonal streamflow forecasting in the Upper Feather River Basin, California",Executive,FALSE
10.1038/s41612-025-00949-6,https://doi.org/10.1038/s41612-025-00949-6,2025,Are AI weather models learning atmospheric physics? A sensitivity analysis of cyclone Xynthia,Flood Operations,FALSE
10.1038/s41612-025-01265-9,https://doi.org/10.1038/s41612-025-01265-9,2025,A regional high resolution AI weather model for the prediction of atmospheric rivers and extreme precipitation,Flood Operations,FALSE
10.1038/s43247-025-02235-y,https://doi.org/10.1038/s43247-025-02235-y,2025,Role of evolving sea surface temperature modes of variability in improving seasonal precipitation forecasts,Flood Operations,FALSE
10.1038/s43247-025-03000-x,https://doi.org/10.1038/s43247-025-03000-x,2025,Water sources and land capacitor effects stimulate observed summer Arctic moistening and warming,,TRUE
10.1061/jidedh.ireng-10528,https://doi.org/10.1061/jidedh.ireng-10528,2025,Production of Agricultural Water and Nutrients from Brackish Water Sources,South Central Region Office,FALSE
10.1071/wf25136,https://doi.org/10.1071/wf25136,2025,Insights from a 25-year database of post-fire debris flows in California,Flood Operations,FALSE
10.1088/1748-9326/ade45b,https://doi.org/10.1088/1748-9326/ade45b,2025,"Explaining hot spots of methane flux in a restored wetland: the role of water level, soil disturbance, and methanotrophy",,TRUE
10.1088/2515-7620/add3cc,https://doi.org/10.1088/2515-7620/add3cc,2025,The 1991 California ‘Miracle March’: precipitation myth or miracle?,Flood Operations,FALSE
10.1093/tafafs/vnae009,https://doi.org/10.1093/tafafs/vnae009,2025,Size mediates relative risk and anti-predation response in juvenile sturgeon,SWP - Model Support,FALSE
10.1111/1755-0998.13777,https://doi.org/10.1111/1755-0998.13777,2025,Rapid CRISPR-Cas13a genetic identification enables new opportunities for listed Chinook salmon management,SWP - Integrated Science and Engineering,FALSE
10.1111/eva.70168,https://doi.org/10.1111/eva.70168,2025,Population Genomic Insights Into Recent Nutria (Myocastor coypus) Invasion Dynamics,Flood Operations,FALSE
10.1111/gwat.13474,https://doi.org/10.1111/gwat.13474,2025,ARCHI: A New R Package for Automated Imputation of Regionally Correlated Hydrologic Records,,TRUE
10.1175/bams-d-23-0336.1,https://doi.org/10.1175/bams-d-23-0336.1,2025,Beyond Expectations: Investigating Anomalous 2022-23 Winter Weather Conditions and Water Resources Impacts in California,Flood Operations,FALSE
10.1175/jcli-d-24-0287.1,https://doi.org/10.1175/jcli-d-24-0287.1,2025,How Do Model Biases Affect Large-Scale Teleconnections That Control Southwest U.S. Precipitation? Part II: Seasonal Models,Flood Operations,FALSE
10.1175/mwr-d-24-0136.1,https://doi.org/10.1175/mwr-d-24-0136.1,2025,CW3E’s West-WRF 200-Member Ensemble,Flood Operations,FALSE
10.1175/waf-d-24-0088.1,https://doi.org/10.1175/waf-d-24-0088.1,2025,A Case Study of Forecast Uncertainty Prior to a High-Impact Landfalling Atmospheric River in California in January 2021,Flood Operations,FALSE
10.1175/waf-d-24-0160.1,https://doi.org/10.1175/waf-d-24-0160.1,2025,Analyzing Atmospheric River Reforecasts: Self-Organizing Error Patterns and Synoptic-Scale Settings,,TRUE
10.1175/waf-d-24-0188.1,https://doi.org/10.1175/waf-d-24-0188.1,2025,A Summary of U.S. Watershed Precipitation Forecast Skill and the National Forecast-Informed Reservoir Operations Expansion Pathfinder Effort,Flood Operations,FALSE
10.1177/87552930251344978,https://doi.org/10.1177/87552930251344978,2025,A Global Application Programming Interface-Enabled Earthquake Ground Motion Relational Database for Engineering Applications,SWP - Engineering,FALSE
10.1371/journal.pone.0328149,https://doi.org/10.1371/journal.pone.0328149,2025,Potential impacts of 2.3.4.4b highly pathogenic H5N1 avian influenza virus infection on Snow Goose (Anser caerulescens) movement ecology,Multibenefit Initiatives,FALSE
10.15447/sfews.2025v23iss2art4,https://doi.org/10.15447/sfews.2025v23iss2art4,2025,Genetic Assessment of Floodplain Habitat Use by Juvenile Chinook Salmon,Executive,FALSE
10.15447/sfews.2025v23iss4art4,https://doi.org/10.15447/sfews.2025v23iss4art4,2025,Effects of Flow on Pesticides in Water and Zooplankton in the Northern Sacramento-San Joaquin Delta,,TRUE
10.21663/eeg-d-24-00032,https://doi.org/10.21663/eeg-d-24-00032,2025,Analysis of Near-Surface Shear Wave Velocity Data for Site Response Applications in the Sacramento-San Joaquin Delta Region of California,SWP - Engineering,FALSE
10.3389/frsen.2025.1519420,https://doi.org/10.3389/frsen.2025.1519420,2025,"Landcover-specific calibration of the optical trapezoid model (OPTRAM) for soil moisture monitoring in the Central Valley, California",Sustainable Groundwater Management,FALSE
10.3390/geotechnics5020041,https://doi.org/10.3390/geotechnics5020041,2025,Nonlinear Viscoplastic Modeling of the Feijão Dam 1 Failure,SWP - Engineering,FALSE
10.3390/rs17091654,https://doi.org/10.3390/rs17091654,2025,"Passive Microwave Imagers, Their Applications, and Benefits: A Review",Flood Operations,FALSE
10.3390/w17020254,https://doi.org/10.3390/w17020254,2025,Ionic Strength and pH-Responsive Ultrafiltration Membrane to Overcome the Typical Permeability-Selectivity Tradeoff,Regional Assistance,FALSE
10.3390/w17162363,https://doi.org/10.3390/w17162363,2025,Real-Time Energy Optimal Control of Two-Stage Reverse Osmosis Desalination,Planning,FALSE
10.5194/amt-18-1485-2025,https://doi.org/10.5194/amt-18-1485-2025,2025,A novel assessment of the vertical velocity correction for non-orthogonal sonic anemometers,Regional Assistance,FALSE
10.5194/amt-18-3361-2025,https://doi.org/10.5194/amt-18-3361-2025,2025,Observing atmospheric rivers using multi-GNSS airborne radio occultation: system description and data evaluation,Flood Operations,FALSE
10.5194/hess-29-6829-2025,https://doi.org/10.5194/hess-29-6829-2025,2025,Ensembling differentiable process-based and data-driven models with diverse meteorological forcing datasets to advance streamflow simulation,Flood Operations,FALSE
10.1002/hyp.15314,https://doi.org/10.1002/hyp.15314,2024,Quantifying the Impacts of Fire-Related Perturbations in WRF-Hydro Terrestrial Water Budget Simulations in California's Feather River Basin,,TRUE
10.1002/naaq.10327,https://doi.org/10.1002/naaq.10327,2024,Laboratory-bred Longfin Smelt produced offspring in the first year in captivity,SWP - Integrated Science and Engineering,FALSE
10.1007/s00360-024-01568-y,https://doi.org/10.1007/s00360-024-01568-y,2024,Effects of low temperature on growth and metabolism of larval green sturgeon (Acipenser medirostris) across early ontogeny,SWP - Integrated Science and Engineering,FALSE
10.1007/s10533-023-01095-y,https://doi.org/10.1007/s10533-023-01095-y,2024,Hot spots and hot moments of greenhouse gas emissions in agricultural peatlands,Multibenefit Initiatives,FALSE
10.1007/s10592-023-01588-1,https://doi.org/10.1007/s10592-023-01588-1,2024,Evolutionary history of the salt marsh harvest mouse mitogenome is concordant with ancient patterns of sea level rise,SWP - Integrated Science and Engineering,FALSE
10.1016/j.aqrep.2024.102503,https://doi.org/10.1016/j.aqrep.2024.102503,2024,Impact of salinity and body size on sperm motility in three California smelt species,SWP - Integrated Science and Engineering,FALSE
10.1016/j.cliser.2024.100485,https://doi.org/10.1016/j.cliser.2024.100485,2024,"A statewide, weather-regime based stochastic weather generator for process-based bottom-up climate risk assessments in California - Part II: Thermodynamic and dynamic climate change scenarios",,TRUE
10.1016/j.cliser.2024.100489,https://doi.org/10.1016/j.cliser.2024.100489,2024,"A statewide, weather-regime based stochastic weather generator for process-based bottom-up climate risk assessments in California - Part I: Model evaluation",,TRUE
10.1016/j.desal.2023.117273,https://doi.org/10.1016/j.desal.2023.117273,2024,Reverse osmosis desalination combining feed flow reversal with permeate flush for mitigation of mineral scaling,Regional Assistance,FALSE
10.1016/j.desal.2024.117951,https://doi.org/10.1016/j.desal.2024.117951,2024,Machine learning models of intermittent operation of RO wellhead water treatment for salinity reduction and nitrate removal,,TRUE
10.1016/j.engstruct.2024.118589,https://doi.org/10.1016/j.engstruct.2024.118589,2024,Re-anchoring of failed in-situ grouted post-tension anchor rods with high rod to duct area ratios,SWP - Operations and Maintenance,FALSE
10.1016/j.rse.2024.114000,https://doi.org/10.1016/j.rse.2024.114000,2024,MODIS-based modeling of evapotranspiration from woody vegetation supported by root-zone water storage,Flood Operations,FALSE
10.1016/j.rse.2024.114123,https://doi.org/10.1016/j.rse.2024.114123,2024,Net fluxes of broadband shortwave and photosynthetically active radiation complement NDVI and near infrared reflectance of vegetation to explain gross photosynthesis variability across ecosystems and climate,,TRUE
10.1016/j.soildyn.2024.108954,https://doi.org/10.1016/j.soildyn.2024.108954,2024,9th Ishihara lecture: Effects of subsurface heterogeneity on liquefaction-induced ground deformation during earthquakes,SWP - Engineering,FALSE
10.1021/acsestwater.4c00298,https://doi.org/10.1021/acsestwater.4c00298,2024,Mechanisms of Alleviating Gypsum Scaling by Antiscalants during Membrane Desalination: Implications on Agricultural Drainage Water Reuse,Regional Assistance,FALSE
10.1029/2023jd039294,https://doi.org/10.1029/2023jd039294,2024,Atmospheric Rivers in Southeast Alaska: Meteorological Conditions Associated With Extreme Precipitation,Flood Operations,FALSE
10.1029/2023jd040055,https://doi.org/10.1029/2023jd040055,2024,Did Historical Storms Used in Probable Maximum Precipitation (PMP) Estimation Reach Maximum Efficiency? A Large Model Ensemble Approach,Flood Operations,FALSE
10.1029/2023jd040537,https://doi.org/10.1029/2023jd040537,2024,Anthropogenic Intensification of Cool-Season Precipitation Is Not Yet Detectable Across the Western United States,Flood Operations,FALSE
10.1029/2023ms003774,https://doi.org/10.1029/2023ms003774,2024,A Machine Learning Augmented Data Assimilation Method for High-Resolution Observations,Flood Operations,FALSE
10.1029/2024gl110326,https://doi.org/10.1029/2024gl110326,2024,Reinterpreting ENSO's Role in Modulating Impactful Precipitation Events in California,Flood Operations,FALSE
10.1029/2024gl111544,https://doi.org/10.1029/2024gl111544,2024,Influence of Atmospheric Rivers on Alaskan River Ice,,TRUE
10.1038/s41597-024-03258-4,https://doi.org/10.1038/s41597-024-03258-4,2024,A regionally refined quarter-degree global atmospheric rivers database based on ERA5,Flood Operations,FALSE
10.1038/s41598-024-67662-x,https://doi.org/10.1038/s41598-024-67662-x,2024,Characterizing the dynamics of multi-scale global high impact weather events,Flood Operations,FALSE
10.1038/s41612-024-00728-9,https://doi.org/10.1038/s41612-024-00728-9,2024,Hailstone size dichotomy in a warming climate,Flood Operations,FALSE
10.1038/s43247-024-01449-w,https://doi.org/10.1038/s43247-024-01449-w,2024,Association of western US compound hydrometeorological extremes with Madden-Julian oscillation and ENSO interaction,Flood Operations,FALSE
10.1038/s43247-024-01890-x,https://doi.org/10.1038/s43247-024-01890-x,2024,Seasonality and climate modes influence the temporal clustering of unique atmospheric rivers in the Western U.S,Flood Operations,FALSE
10.1038/s44221-024-00221-w,https://doi.org/10.1038/s44221-024-00221-w,2024,Establishing ecological thresholds and targets for groundwater management,Executive,FALSE
10.1061/jsendh.steng-12409,https://doi.org/10.1061/jsendh.steng-12409,2024,Experimental Testing of Grouted Posttensioned Anchors with High Rod-to-Duct Area Ratios,,TRUE
10.1073/pnas.2306775121,https://doi.org/10.1073/pnas.2306775121,2024,A bioenergy-focused versus a reforestation-focused mitigation pathway yields disparate carbon storage and climate responses,Flood Operations,FALSE
10.1080/15481603.2024.2399386,https://doi.org/10.1080/15481603.2024.2399386,2024,A new index for detection of submerged aquatic plants under variable quality water: an extension of the soil-line concept,SWP - Integrated Science and Engineering,FALSE
10.1093/conphys/coae088,https://doi.org/10.1093/conphys/coae088,2024,Insights from a year of field deployments inform the conservation of an endangered estuarine fish,SWP - Integrated Science and Engineering,FALSE
10.1093/ornithapp/duae017,https://doi.org/10.1093/ornithapp/duae017,2024,Duckling survival increased with availability of flooded wetland habitat and decreased with salinity concentrations in a brackish marsh,,TRUE
10.1111/1365-2664.14612,https://doi.org/10.1111/1365-2664.14612,2024,Geese migrating over the Pacific Ocean select altitudes coinciding with offshore wind turbine blades,,TRUE
10.1111/csp2.13124,https://doi.org/10.1111/csp2.13124,2024,Identifying minimum freshwater habitat conditions for an endangered fish using life cycle analysis,,TRUE
10.1111/ecog.06939,https://doi.org/10.1111/ecog.06939,2024,"Potential use of poultry farms by wild waterfowl in California's Central Valley varies across space, times of day, and species: implications for influenza transmission risk",,TRUE
10.1111/fwb.14336,https://doi.org/10.1111/fwb.14336,2024,Forbs from seasonal managed wetlands boost plankton production more than emergent graminoids by supplying novel labile detritus,SWP - Integrated Science and Engineering,FALSE
10.1139/cgj-2022-0479,https://doi.org/10.1139/cgj-2022-0479,2024,A viscoplastic constitutive model for plastic silts and clays for static slope stability applications,SWP - Engineering,FALSE
10.1155/2024/5525298,https://doi.org/10.1155/2024/5525298,2024,Mitigating Risk: Predicting H5N1 Avian Influenza Spread with an Empirical Model of Bird Movement,,TRUE
10.1175/bams-d-22-0208.1,https://doi.org/10.1175/bams-d-22-0208.1,2024,From California’s Extreme Drought to Major Flooding Evaluating and Synthesizing: Experimental Seasonal and Subseasonal Forecasts of Landfalling Atmospheric Rivers and Extreme Precipitation during Winter 2022/23,Flood Operations,FALSE
10.1175/bams-d-22-0249.1,https://doi.org/10.1175/bams-d-22-0249.1,2024,Winter Targeted Observing Periods during the Year of Polar Prediction in the Southern Hemisphere (YOPP-SH),Flood Operations,FALSE
10.1175/ei-d-24-0003.1,https://doi.org/10.1175/ei-d-24-0003.1,2024,Investigating the Atmospheric Conditions Associated with Impactful Shallow Landslides in California (USA),Flood Operations,FALSE
10.1175/jcli-d-23-0175.1,https://doi.org/10.1175/jcli-d-23-0175.1,2024,The Extraordinary March 2022 East Antarctica “Heat” Wave. Part I: Observations and Meteorological Drivers,Flood Operations,FALSE
10.1175/jcli-d-23-0176.1,https://doi.org/10.1175/jcli-d-23-0176.1,2024,The Extraordinary March 2022 East Antarctica “Heat” Wave. Part II: Impacts on the Antarctic Ice Sheet,Flood Operations,FALSE
10.1175/jcli-d-23-0421.1,https://doi.org/10.1175/jcli-d-23-0421.1,2024,Atmospheric Rivers are Responsible for Cyclicity in Sierra Nevada Precipitation,Flood Operations,FALSE
10.1175/jcli-d-24-0051.1,https://doi.org/10.1175/jcli-d-24-0051.1,2024,How Do Forecast Model Biases Affect Large-Scale Teleconnections That Control Southwest U.S. Precipitation? Part I: S2S Models,Flood Operations,FALSE
10.1175/jhm-d-22-0155.1,https://doi.org/10.1175/jhm-d-22-0155.1,2024,Local and Object-Based Perspectives on Atmospheric Rivers Making Landfall on the Western North American Coastline,Flood Operations,FALSE
10.1175/jhm-d-23-0204.1,https://doi.org/10.1175/jhm-d-23-0204.1,2024,A Physically Constrained Model-Based Moisture Amplification Approach for Probable Maximum Precipitation (PMP) Estimation,Flood Operations,FALSE
10.1175/mwr-d-23-0111.1,https://doi.org/10.1175/mwr-d-23-0111.1,2024,An Assessment of Dropsonde Sampling Strategies for Atmospheric River Reconnaissance,Flood Operations,FALSE
10.1175/mwr-d-23-0207.1,https://doi.org/10.1175/mwr-d-23-0207.1,2024,Dropsonde Observations of the Stable Marine Boundary Layer beneath Atmospheric Rivers,Flood Operations,FALSE
10.1175/mwr-d-23-0277.1,https://doi.org/10.1175/mwr-d-23-0277.1,2024,Deep Learning of a 200-Member Ensemble with a Limited Historical Training to Improve the Prediction of Extreme Precipitation Events,Flood Operations,FALSE
10.1175/mwr-d-24-0040.1,https://doi.org/10.1175/mwr-d-24-0040.1,2024,Assessment of the Dynamical Linkages and Flow Evolution Governing Multiple Extreme Weather Events over Western North America in February 2019,Flood Operations,FALSE
10.1175/waf-d-23-0170.1,https://doi.org/10.1175/waf-d-23-0170.1,2024,Subseasonal Potential Predictability of Horizontal Water Vapor Transport and Precipitation Extremes in the North Pacific,Flood Operations,FALSE
10.1175/waf-d-24-0070.1,https://doi.org/10.1175/waf-d-24-0070.1,2024,On the Use of Hindcast Skill for Merging NMME Seasonal Forecasts across the Western United States,,TRUE
10.1177/87552930231217165,https://doi.org/10.1177/87552930231217165,2024,Small-strain site response of soft soils in the Sacramento-San Joaquin Delta region of California conditioned on VS30 and mHVSR,SWP - Engineering,FALSE
10.15447/sfews.2024v22iss1art1,https://doi.org/10.15447/sfews.2024v22iss1art1,2024,The Anatomy of a Drought in the Upper San Francisco Estuary: Water Quality and Lower-Trophic Responses to Multi-Year Droughts,SWP - Integrated Science and Engineering,FALSE
10.15447/sfews.2024v22iss2art2,https://doi.org/10.15447/sfews.2024v22iss2art2,2024,Spatial Patterns of Water Supply and Use in California,,TRUE
10.15447/sfews.2024v22iss2art4,https://doi.org/10.15447/sfews.2024v22iss2art4,2024,Regional Diversity Trends of Nearshore Fish Assemblages of the Upper San Francisco Estuary,,TRUE
10.15447/sfews.2024v22iss4art4,https://doi.org/10.15447/sfews.2024v22iss4art4,2024,Individual-Based Ecological Particle-Tracking Model (ECO-PTM) for Simulating Juvenile Chinook Salmon Migration and Survival Through the Sacramento-San Joaquin Delta,SWP - Model Support,FALSE
10.3389/frwa.2024.1445722,https://doi.org/10.3389/frwa.2024.1445722,2024,Reconstructing 169 years of historical atmospheric and hydrologic conditions in the American River Watershed through the Watershed Environmental Hydrology Hydro-Climate Model system,Flood Operations,FALSE
10.3390/hydrology11120211,https://doi.org/10.3390/hydrology11120211,2024,Characterizing Soil and Bedrock Water Use of Native California Vegetation,Sustainable Groundwater Management,FALSE
10.5194/hess-28-3079-2024,https://doi.org/10.5194/hess-28-3079-2024,2024,Improving runoff simulation in the Western United States with Noah-MP and variable infiltration capacity,Flood Operations,FALSE
10.5194/nhess-24-2359-2024,https://doi.org/10.5194/nhess-24-2359-2024,2024,Probabilistic assessment of postfire debris-flow inundation in response to forecast rainfall,Flood Operations,FALSE
10.5194/tc-18-121-2024,https://doi.org/10.5194/tc-18-121-2024,2024,Impact of atmospheric rivers on Arctic sea ice variations,Flood Operations,FALSE
10.5194/tc-18-5239-2024,https://doi.org/10.5194/tc-18-5239-2024,2024,Extending the Center for Western Weather and Water Extremes (CW3E) atmospheric river scale to the polar regions,Flood Operations,FALSE
10.7717/peerj.16453,https://doi.org/10.7717/peerj.16453,2024,Evaluating environmental DNA detection of a rare fish in turbid water using field and experimental approaches,SWP - Integrated Science and Engineering,FALSE
10.1002/aff2.116,https://doi.org/10.1002/aff2.116,2023,"Size, delta smelt Hypomesus transpacificus over 10 generations in captivity",SWP - Integrated Science and Engineering,FALSE
10.1002/aff2.91,https://doi.org/10.1002/aff2.91,2023,Vital dye immersion evaluations with juvenile delta smelt,SWP - Integrated Science and Engineering,FALSE
10.1002/ecs2.4432,https://doi.org/10.1002/ecs2.4432,2023,Waterfowl recently infected with low pathogenic avian influenza exhibit reduced local movement and delayed migration,,TRUE
